CURP,Nombre,TipoLegislacion,Partido,FechaNacimiento,LugarNacimiento,PrincipioEleccion,Zona,UltimoGradoEstudios,PreparacionAcademica,Legislatura,InicioLegislatura,FinLegislatura
carlosfedericoquintoguillen,Carlos Federico Quinto Guillén,Diputado Propietario,PRI,18/08/1950, ,Representación Proporcional, Veracruz Circunscripción: Tercera ,Maestría,Otra,LXIII,29/08/2015,31/08/2018
carloshernandezmiron,Carlos Hernández Mirón,Diputado Propietario,Morena,21/11/1972, Distrito Federal ,Mayoría Relativa, Distrito Federal Distrito: 14 (Tlalpan) ,Pasante/Licenciatura trunca,Derecho,LXIII,29/08/2015,31/08/2018
carlossarabiacamacho,Carlos Sarabia Camacho,Diputado Propietario,PRI,27/01/1970, Oaxaca ,Mayoría Relativa, Oaxaca Distrito: 11 (Santiago Pinotepa Nacional) ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
carmensalinaslozano,Carmen Salinas Lozano,Diputada Propietario,PRI,05/10/1939, Coahuila ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,Primaria,,LXIII,29/08/2015,31/08/2018
ceciliaguadalupesotogonzalez,Cecilia Guadalupe Soto González,Diputada Propietario,PRD,24/01/1950, Sonora ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,Pasante/Licenciatura trunca,Ciencias,LXIII,29/08/2015,31/08/2018
cesareojorgemarquezalvarado,Cesáreo Jorge Márquez Alvarado,Diputado Propietario,PVEM,24/02/1957, Hidalgo ,Mayoría Relativa, Hidalgo Distrito: 4 (Tulancingo de Bravo) ,Licenciatura,Administración y contaduría,LXIII,29/08/2015,31/08/2018
charbeljorgeestefanchidiac,Charbel Jorge Estefan Chidiac,Diputado Propietario,PRI,03/07/1963, Puebla ,Mayoría Relativa, Puebla Distrito: 14 (Izúcar de Matamoros) ,Maestría,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
christianjoaquinsanchezsanchez,Christian Joaquín Sánchez Sánchez,Diputado Propietario,PRI,24/09/1981, San Luis Potosí ,Mayoría Relativa, San Luis Potosí Distrito: 7 (Tamazunchale) ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
claudiaedithanayamota,Claudia Edith Anaya Mota,Diputada Propietario,PRI,06/06/1979, Zacatecas ,Mayoría Relativa, Zacatecas Distrito: 3 (Zacatecas) ,Maestría,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
claudiasofiacorichigarcia,Claudia Sofía Corichi García,Diputada Propietario,MC,20/05/1974, Distrito Federal ,Representación Proporcional, Zacatecas Circunscripción: Segunda ,Maestría,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
claudiasanchezjuarez,Claudia Sánchez Juárez,Diputada Propietario,PAN,04/11/1979, ,Representación Proporcional, México Circunscripción: Quinta ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
claudiavillanuevahuerta,Claudia Villanueva Huerta,Diputada Propietario,PVEM,09/03/1972, Distrito Federal ,Mayoría Relativa, Distrito Federal Distrito: 21 (Xochimilco) ,Técnico,Económico-financiera,LXIII,29/08/2015,31/08/2018
cristinasanchezcoronel,Cristina Sánchez Coronel,Diputada Propietario,PRI,27/06/1983, México ,Mayoría Relativa, México Distrito: 5 (Teotihuacan de Arista) ,Licenciatura,Otra,LXIII,29/08/2015,31/08/2018
cuitlahuacgarciajimenez,Cuitláhuac García Jiménez,Diputado Propietario,Morena,18/04/1968, Veracruz ,Mayoría Relativa, Veracruz Distrito: 10 (Xalapa) ,Doctorado,Ingeniería,LXIII,29/08/2015,31/08/2018
cynthiagisselgarciasoberanes,Cynthia Gissel García Soberanes,Diputada Propietario,PES,12/03/1970, Baja California ,Representación Proporcional, Baja California Circunscripción: Primera ,Licenciatura,Comunicación,LXIII,29/08/2015,31/08/2018
candidoochoarojas,Cándido Ochoa Rojas,Diputado Propietario,PVEM,14/02/1967, ,Mayoría Relativa, San Luis Potosí Distrito: 4 (Ciudad Valles) ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
cesaralejandrodominguezdominguez,César Alejandro Domínguez Domínguez,Diputado Propietario,PRI,18/04/1975, Chihuahua ,Mayoría Relativa, Chihuahua Distrito: 8 (Chihuahua) ,Maestría,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
cesaraugustorendongarcia,César Augusto Rendón García,Diputado Propietario,PAN,14/06/1978, Tamaulipas ,Representación Proporcional, Tamaulipas Circunscripción: Segunda ,Licenciatura,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
cesarfloressosa,César Flores Sosa,Diputado Propietario,Sin Partido,19/04/1962, Coahuila ,Representación Proporcional, Coahuila Circunscripción: Segunda ,Pasante/Licenciatura trunca,Agropecuaria y zootecnia,LXIII,29/08/2015,31/08/2018
danielordoñezhernandez,Daniel Ordóñez Hernández,Diputado Propietario,PRD,13/06/1968, Distrito Federal ,Mayoría Relativa, Distrito Federal Distrito: 13 (Iztacalco) ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
davidepifaniolopezgutierrez,David Epifanio López Gutiérrez,Diputado Propietario,PRI,23/01/1949, ,Representación Proporcional, Sinaloa Circunscripción: Primera ,Licenciatura,Económico-financiera,LXIII,29/08/2015,31/08/2018
davidgersongarciacalderon,David Gerson García Calderón,Diputado Propietario,PRD,29/12/1983, México ,Mayoría Relativa, México Distrito: 30 (Ciudad Nezahualcóyotl) ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
davidjimenezrumbo,David Jiménez Rumbo,Diputado Propietario,PRD,27/11/1970, Michoacán ,Representación Proporcional, Guerrero Circunscripción: Quinta ,Maestría,Derecho,LXIII,29/08/2015,31/08/2018
davidmercadoruiz,David Mercado Ruiz,Diputado Propietario,PRI,30/12/1962, Guanajuato ,Mayoría Relativa, Guanajuato Distrito: 10 (Uriangato) ,Licenciatura,Ingeniería,LXIII,29/08/2015,31/08/2018
davidsanchezisidoro,David Sánchez Isidoro,Diputado Propietario,PRI,07/03/1975, México ,Mayoría Relativa, México Distrito: 6 (Coacalco de Berriozabal) ,Maestría,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
delfinagomezalvarez,Delfina Gómez Álvarez,Diputada Propietario,Morena,15/11/1962, México ,Mayoría Relativa, México Distrito: 38 (Texcoco de Mora) ,Maestría,Ciencias de la educación,LXIII,29/08/2015,31/08/2018
deliaguerrerocoronado,Delia Guerrero Coronado,Diputada Propietario,PRI,01/06/1959, San Luis Potosí ,Representación Proporcional, San Luis Potosí Circunscripción: Segunda ,Licenciatura,Ciencias de la salud,LXIII,29/08/2015,31/08/2018
diegovalentevalerafuentes,Diego Valente Valera Fuentes,Diputado Propietario,PRD,01/12/1984, Chiapas ,Mayoría Relativa, Chiapas Distrito: 7 (Tonalá) ,Licenciatura,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
doraelenarealsalinas,Dora Elena Real Salinas,Diputada Propietario,PRI,22/11/1972, México ,Mayoría Relativa, México Distrito: 9 (Ixtlahuaca de Rayón) ,Licenciatura,Administración y contaduría,LXIII,29/08/2015,31/08/2018
edgarromogarcia,Edgar Romo García,Diputado Propietario,PRI,05/02/1974, Nuevo León ,Mayoría Relativa, Nuevo León Distrito: 12 (Cadereyta Jiménez) ,Maestría,Derecho,LXIII,29/08/2015,31/08/2018
edgardomelhemsalinas,Edgardo Melhem Salinas,Diputado Propietario,PRI,14/08/1969, Tamaulipas ,Mayoría Relativa, Tamaulipas Distrito: 3 (Río Bravo) ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
edithanabelalvaradovarela,Edith Anabel Alvarado Varela,Diputada Propietario,PRI,15/02/1979, ,Mayoría Relativa, Tlaxcala Distrito: 2 (Tlaxcala de Xicohténcatl) ,Maestría,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
edmundojavierbolañosaguilar,Edmundo Javier Bolaños Aguilar,Diputado Propietario,PAN,20/05/1965, Veracruz ,Mayoría Relativa, Morelos Distrito: 1 (Cuernavaca) ,Licenciatura,Ingeniería,LXIII,29/08/2015,31/08/2018
efrainarellanonuñez,Efraín Arellano Núñez,Diputado Propietario,PRI,21/08/1966, Nayarit ,Mayoría Relativa, Nayarit Distrito: 1 (Santiago Ixcuintla) ,,,LXIII,29/08/2015,31/08/2018
eliobocanegraruiz,Elio Bocanegra Ruiz,Diputado Propietario,PRD,24/03/1978, Tabasco ,Mayoría Relativa, Tabasco Distrito: 1 (Macuspana) ,Pasante/Licenciatura trunca,Agropecuaria y zootecnia,LXIII,29/08/2015,31/08/2018
elvalidiavallesolvera,Elva Lidia Valles Olvera,Diputada Propietario,PAN,20/03/1961, Tamaulipas ,Representación Proporcional, Tamaulipas Circunscripción: Segunda ,Licenciatura,Ingeniería,LXIII,29/08/2015,31/08/2018
elviagracielapalomaresramirez,Elvia Graciela Palomares Ramírez,Diputada Propietario,Panal,25/06/1989, Puebla ,Mayoría Relativa, Puebla Distrito: 11 (Heroica Puebla de Zaragoza) ,Licenciatura,Administración y contaduría,LXIII,29/08/2015,31/08/2018
eliasoctavioiñiguezmejia,Elías Octavio Íñiguez Mejía,Diputado Propietario,PAN,11/04/1976, Jalisco ,Mayoría Relativa, Jalisco Distrito: 3 (Tepatitlán de Morelos) ,Maestría,Ciencias de la salud,LXIII,29/08/2015,31/08/2018
emilioenriquesalazarfarias,Emilio Enrique Salazar Farías,Diputado Propietario,PVEM,09/03/1965, Chiapas ,Mayoría Relativa, Chiapas Distrito: 9 (Tuxtla Gutiérrez) ,Doctorado,Administración y contaduría,LXIII,29/08/2015,31/08/2018
enriquecambranistorres,Enrique Cambranis Torres,Diputado Propietario,PAN,15/07/1971, Veracruz ,Representación Proporcional, Veracruz Circunscripción: Tercera ,Maestría,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
enriquerojasorozco,Enrique Rojas Orozco,Diputado Propietario,PRI,29/08/1974, Colima ,Mayoría Relativa, Colima Distrito: 1 (Colima) ,Maestría,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
enriquezamoramorlet,Enrique Zamora Morlet,Diputado Propietario,PVEM,30/03/1982, Chiapas ,Mayoría Relativa, Chiapas Distrito: 11 (Huixtla) ,Licenciatura,Administración y contaduría,LXIII,29/08/2015,31/08/2018
erickalejandrolagoshernandez,Erick Alejandro Lagos Hernández,Diputado Propietario,PRI,12/05/1975, Veracruz ,Mayoría Relativa, Veracruz Distrito: 20 (Acayucan) ,Maestría,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
erikjuarezblanquet,Erik Juárez Blanquet,Diputado Propietario,PRD,29/10/1980, Michoacán ,Mayoría Relativa, Michoacán Distrito: 2 (Puruandiro) ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
ernestinagodoyramos,Ernestina Godoy Ramos,Diputada Propietario,Morena,17/01/1954, Distrito Federal ,Mayoría Relativa, Distrito Federal Distrito: 4 (Iztapalapa) ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
esdrasromerovega,Esdras Romero Vega,Diputado Propietario,PRI,29/04/1963, Tamaulipas ,Mayoría Relativa, Tamaulipas Distrito: 7 (Ciudad Madero) ,Preparatoria,,LXIII,29/08/2015,31/08/2018
estheladejesusponcebeltran,Esthela de Jesús Ponce Beltrán,Diputada Propietario,PRI,27/08/1964, Baja California Sur ,Representación Proporcional, Baja California Sur Circunscripción: Primera ,Licenciatura,Administración y contaduría,LXIII,29/08/2015,31/08/2018
eukidcastañonherrera,Eukid Castañón Herrera,Diputado Propietario,PAN,24/09/1971, Puebla ,Representación Proporcional, Puebla Circunscripción: Cuarta ,Maestría,Económico-financiera,LXIII,29/08/2015,31/08/2018
evelioplatainzunza,Evelio Plata Inzunza,Diputado Propietario,PRI,16/10/1965, Sinaloa ,Mayoría Relativa, Sinaloa Distrito: 3 (Guamuchil) ,Licenciatura,Ingeniería,LXIII,29/08/2015,31/08/2018
evelyngsorayaflorescarranza,Evelyng Soraya Flores Carranza,Diputada Propietario,PVEM,08/04/1974, Jalisco ,Mayoría Relativa, Jalisco Distrito: 2 (Lagos de Moreno) ,Licenciatura,Administración y contaduría,LXIII,29/08/2015,31/08/2018
exaltaciongonzalezceceña,Exaltación González Ceceña,Diputado Propietario,PAN,22/05/1963, Baja California ,Mayoría Relativa, Baja California Distrito: 1 (Mexicali) ,Licenciatura,Ciencias de la educación,LXIII,29/08/2015,31/08/2018
fabiolaguerreroaguilar,Fabiola Guerrero Aguilar,Diputada Propietario,PRI,25/11/1970, San Luis Potosí ,Mayoría Relativa, San Luis Potosí Distrito: 3 (Río Verde) ,Licenciatura,Agropecuaria y zootecnia,LXIII,29/08/2015,31/08/2018
federicodöringcasar,Federico Döring Casar,Diputado Propietario,PAN,13/03/1971, Distrito Federal ,Mayoría Relativa, Distrito Federal Distrito: 15 (Benito Juárez) ,Licenciatura,Administración y contaduría,LXIII,29/08/2015,31/08/2018
federicoeugeniovargasrodriguez,Federico Eugenio Vargas Rodríguez,Diputado Propietario,PRI,29/09/1977, Nuevo León ,Mayoría Relativa, Nuevo León Distrito: 5 (Monterrey) ,Maestría,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
fernandoquetzalcoatlmoctezumapereda,Fernando Quetzalcóatl Moctezuma Pereda,Diputado Propietario,PRI,09/04/1956, ,Mayoría Relativa, Hidalgo Distrito: 5 (Tula de Allende) ,Licenciatura,Administración y contaduría,LXIII,29/08/2015,31/08/2018
fernandouriartezazueta,Fernando Uriarte Zazueta,Diputado Propietario,PRI,03/12/1962, Sinaloa ,Mayoría Relativa, Chihuahua Distrito: 1 (Ciudad Juárez) ,Doctorado,Ingeniería,LXIII,29/08/2015,31/08/2018
fidelalmanzamonroy,Fidel Almanza Monroy,Diputado Propietario,PRI,27/05/1959, México ,Mayoría Relativa, México Distrito: 3 (Atlacomulco de Fabela) ,Preparatoria,,LXIII,29/08/2015,31/08/2018
fidelkurigrajales,Fidel Kuri Grajales,Diputado Propietario,PRI,24/02/1962, Veracruz ,Mayoría Relativa, Veracruz Distrito: 15 (Orizaba) ,Pasante/Licenciatura trunca,Administración y contaduría,LXIII,29/08/2015,31/08/2018
florangeljimenezjimenez,Flor Ángel Jiménez Jiménez,Diputada Propietario,PRI,25/04/1969, Chiapas ,Mayoría Relativa, Chiapas Distrito: 4 (Ocozocoautla de Espinosa) ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
franciscoalbertotorresrivas,Francisco Alberto Torres Rivas,Diputado Propietario,PVEM,21/07/1974, Yucatán ,Mayoría Relativa, Yucatán Distrito: 4 (Mérida) ,Licenciatura,Ingeniería,LXIII,29/08/2015,31/08/2018
franciscoescobedovillegas,Francisco Escobedo Villegas,Diputado Propietario,PRI,26/03/1965, Zacatecas ,Mayoría Relativa, Zacatecas Distrito: 2 (Jerez de García Salinas) ,Licenciatura,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
franciscojaviersantillanoceguera,Francisco Javier Santillán Oceguera,Diputado Propietario,PRI,06/01/1949, ,Representación Proporcional, Jalisco Circunscripción: Primera ,Licenciatura,Económico-financiera,LXIII,29/08/2015,31/08/2018
franciscojosegutierrezdevelascourtaza,Francisco José Gutiérrez de Velasco Urtaza,Diputado Propietario,PAN,08/03/1961, Veracruz ,Mayoría Relativa, Veracruz Distrito: 4 (Veracruz) ,Licenciatura,Arquitectura y diseño,LXIII,29/08/2015,31/08/2018
franciscomartinezneri,Francisco Martínez Neri,Diputado Propietario,Sin Partido,01/06/1953, Oaxaca ,Mayoría Relativa, Oaxaca Distrito: 8 (Oaxaca de Juárez) ,Maestría,Ciencias de la educación,LXIII,29/08/2015,31/08/2018
franciscosarachonavarro,Francisco Saracho Navarro,Diputado Propietario,PRI,08/02/1963, Coahuila ,Mayoría Relativa, Coahuila Distrito: 1 (Piedras Negras) ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
gabrielaramirezramos,Gabriela Ramírez Ramos,Diputada Propietario,PAN,15/01/1975, Veracruz ,Mayoría Relativa, Veracruz Distrito: 12 (Veracruz) ,Licenciatura,Ciencias de la educación,LXIII,29/08/2015,31/08/2018
genovevahuertavillegas,Genoveva Huerta Villegas,Diputada Propietario,PAN,01/05/1981, Puebla ,Mayoría Relativa, Puebla Distrito: 9 (Heroica Puebla de Zaragoza) ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
gerardofedericosalasdiaz,Gerardo Federico Salas Díaz,Diputado Propietario,PAN,25/05/1975, Aguascalientes ,Mayoría Relativa, Aguascalientes Distrito: 1 (Jesús María) ,Maestría,Económico-financiera,LXIII,29/08/2015,31/08/2018
gerardogabrielcuanalosantos,Gerardo Gabriel Cuanalo Santos,Diputado Propietario,PAN,24/04/1973, Distrito Federal ,Mayoría Relativa, Querétaro Distrito: 3 (Santiago de Querétaro) ,Licenciatura,Económico-financiera,LXIII,29/08/2015,31/08/2018
germanernestoraliscumplido,Germán Ernesto Ralis Cumplido,Diputado Propietario,MC,26/06/1964, ,Mayoría Relativa, Jalisco Distrito: 16 (Tlaquepaque) ,Pasante/Licenciatura trunca,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
germanescobarmanjarrez,Germán Escobar Manjarrez,Diputado Propietario,PRI,05/07/1965, Sinaloa ,Mayoría Relativa, Sinaloa Distrito: 6 (Mazatlán) ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
gianniraulramirezocampo,Gianni Raúl Ramírez Ocampo,Diputado Propietario,PRI,14/02/1976, Nayarit ,Mayoría Relativa, Nayarit Distrito: 2 (Tepic) ,Licenciatura,Ingeniería,LXIII,29/08/2015,31/08/2018
gloriahimeldafelixniebla,Gloria Himelda Félix Niebla,Diputada Propietario,PRI,13/05/1968, Sinaloa ,Mayoría Relativa, Sinaloa Distrito: 1 (El Fuerte) ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
gonzaloguizarvalladares,Gonzalo Guízar Valladares,Diputado Propietario,PES,27/04/1961, Veracruz ,Representación Proporcional, Veracruz Circunscripción: Tercera ,Maestría,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
gretelculinjaime,Gretel Culin Jaime,Diputada Propietario,PAN,10/08/1977, Distrito Federal ,Representación Proporcional, Colima Circunscripción: Quinta ,Licenciatura,Comunicación,LXIII,29/08/2015,31/08/2018
guadalupeacostanaranjo,Guadalupe Acosta Naranjo,Diputado Propietario,PRD,03/06/1964, Sinaloa ,Representación Proporcional, Nayarit Circunscripción: Primera ,Licenciatura,Económico-financiera,LXIII,29/08/2015,31/08/2018
guadalupegonzalezsuastegui,Guadalupe González Suástegui,Diputada Propietario,PAN,19/05/1986, Guerrero ,Representación Proporcional, Guerrero Circunscripción: Cuarta ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
guadalupehernandezcorrea,Guadalupe Hernández Correa,Diputada Propietario,Morena,02/09/1969, Tabasco ,Representación Proporcional, Tabasco Circunscripción: Tercera ,Preparatoria,,LXIII,29/08/2015,31/08/2018
guillermorafaelsantiagorodriguez,Guillermo Rafael Santiago Rodríguez,Diputado Propietario,Morena,22/07/1993, Chiapas ,Representación Proporcional, Chiapas Circunscripción: Tercera ,Licenciatura,Comunicación,LXIII,29/08/2015,31/08/2018
gustavoadolfocardenasgutierrez,Gustavo Adolfo Cárdenas Gutiérrez,Diputado Propietario,MC,25/01/1958, Tamaulipas ,Representación Proporcional, Tamaulipas Circunscripción: Segunda ,Licenciatura,Administración y contaduría,LXIII,29/08/2015,31/08/2018
heidisalazarespinosa,Heidi Salazar Espinosa,Diputada Propietario,PRI,03/04/1975, Veracruz ,Mayoría Relativa, Veracruz Distrito: 6 (Papantla de Olarte) ,Pasante/Licenciatura trunca,Psicología,LXIII,29/08/2015,31/08/2018
herminiocorralestrada,Herminio Corral Estrada,Diputado Propietario,PAN,01/02/1975, Baja California Sur ,Representación Proporcional, Baja California Sur Circunscripción: Primera ,Maestría,Económico-financiera,LXIII,29/08/2015,31/08/2018
hernandejesusoranteslopez,Hernán de Jesús Orantes López,Diputado Propietario,PRI,11/04/1968, ,Mayoría Relativa, Chiapas Distrito: 2 (Bochil) ,Maestría,Derecho,LXIII,29/08/2015,31/08/2018
hersiliaonfaliaadaminacordovamoran,Hersilia Onfalia Adamina Córdova Morán,Diputada Propietario,PRI,03/07/1952, Puebla ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,Maestría,Ciencias de la educación,LXIII,29/08/2015,31/08/2018
hortensiaaragoncastillo,Hortensia Aragón Castillo,Diputada Propietario,PRD,31/05/1960, Chihuahua ,Representación Proporcional, Chihuahua Circunscripción: Primera ,Maestría,Ciencias de la educación,LXIII,29/08/2015,31/08/2018
hugoalejodominguez,Hugo Alejo Domínguez,Diputado Propietario,PAN,01/12/1955, Puebla ,Mayoría Relativa, Puebla Distrito: 4 (Zacapoaxtla) ,Profesor Normalista,,LXIII,29/08/2015,31/08/2018
hugodanielgaetaesparza,Hugo Daniel Gaeta Esparza,Diputado Propietario,PRI,27/12/1971, Jalisco ,Mayoría Relativa, Jalisco Distrito: 1 (Tequila) ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
hectorbarreramarmolejo,Héctor Barrera Marmolejo,Diputado Propietario,PAN,08/08/1974, Distrito Federal ,Mayoría Relativa, Distrito Federal Distrito: 24 (Coyoacán) ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
hectorulisescristopulosrios,Héctor Ulises Cristopulos Ríos,Diputado Propietario,PRI,14/09/1973, Sonora ,Mayoría Relativa, Sonora Distrito: 5 (Hermosillo) ,Maestría,Otra,LXIII,29/08/2015,31/08/2018
ivethbernalcasique,Iveth Bernal Casique,Diputada Propietario,PRI,26/08/1984, México ,Mayoría Relativa, México Distrito: 36 (Tejupilco de Hidalgo) ,Maestría,Administración y contaduría,LXIII,29/08/2015,31/08/2018
j.apolinarcasillasgutierrez,J. Apolinar Casillas Gutiérrez,Diputado Propietario,PAN,21/05/1963, Jalisco ,Mayoría Relativa, Querétaro Distrito: 4 (Santiago de Querétaro) ,Maestría,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
jacquelinenavamouett,Jacqueline Nava Mouett,Diputada Propietario,PAN,11/04/1980, Baja California ,Mayoría Relativa, Baja California Distrito: 8 (Tijuana) ,Licenciatura,Arquitectura y diseño,LXIII,29/08/2015,31/08/2018
javierantonioneblinavega,Javier Antonio Neblina Vega,Diputado Propietario,PAN,12/07/1973, Sonora ,Mayoría Relativa, Sonora Distrito: 3 (Hermosillo) ,Maestría,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
javierguerrerogarcia,Javier Guerrero García,Diputado Propietario,Sin Partido,20/10/1958, Coahuila ,Representación Proporcional, Coahuila Circunscripción: Segunda ,Maestría,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
javieroctavioherreraborunda,Javier Octavio Herrera Borunda,Diputado Propietario,PVEM,25/06/1980, Veracruz ,Representación Proporcional, Veracruz Circunscripción: Tercera ,Maestría,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
jeronimoalejandroojedaanguiano,Jerónimo Alejandro Ojeda Anguiano,Diputado Propietario,Morena,09/01/1969, Distrito Federal ,Mayoría Relativa, Distrito Federal Distrito: 19 (Iztapalapa) ,Maestría,Derecho,LXIII,29/08/2015,31/08/2018
jesusantoniolopezrodriguez,Jesús Antonio López Rodríguez,Diputado Propietario,PAN,23/09/1961, Sinaloa ,Mayoría Relativa, Sinaloa Distrito: 4 (Guasave) ,Doctorado,Ciencias de la salud,LXIII,29/08/2015,31/08/2018
jesusemilianoalvarezlopez,Jesús Emiliano Álvarez López,Diputado Propietario,Morena,06/03/1983, Distrito Federal ,Mayoría Relativa, Distrito Federal Distrito: 6 (Gustavo A. Madero) ,Licenciatura,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
jesusenriquejacksonramirez,Jesús Enrique Jackson Ramírez,Diputado Propietario,PRI,24/12/1945, Sinaloa ,Representación Proporcional, Sinaloa Circunscripción: Primera ,Pasante/Licenciatura trunca,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
jesusricardocanavatitafich,Jesús Ricardo Canavati Tafich,Diputado Propietario,PVEM,08/10/1943, Nuevo León ,Representación Proporcional, Nuevo León Circunscripción: Segunda ,Licenciatura,Psicología,LXIII,29/08/2015,31/08/2018
jesussalvadorvalenciaguzman,Jesús Salvador Valencia Guzmán,Diputado Propietario,Morena,22/09/1974, ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,Licenciatura,Administración y contaduría,LXIII,29/08/2015,31/08/2018
jesussesmasuarez,Jesús Sesma Suárez,Diputado Propietario,PVEM,03/09/1978, ,Representación Proporcional, Jalisco Circunscripción: Primera ,Maestría,Económico-financiera,LXIII,29/08/2015,31/08/2018
jorgealejandrocarvallodelfin,Jorge Alejandro Carvallo Delfín,Diputado Propietario,PRI,26/05/1974, Veracruz ,Mayoría Relativa, Veracruz Distrito: 19 (San Andrés Tuxtla) ,Maestría,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
jorgeenriquedavilaflores,Jorge Enrique Dávila Flores,Diputado Propietario,PRI,08/11/1958, Coahuila ,Representación Proporcional, Coahuila Circunscripción: Segunda ,Maestría,Administración y contaduría,LXIII,29/08/2015,31/08/2018
jorgelopezmartin,Jorge López Martín,Diputado Propietario,PAN,27/01/1972, Distrito Federal ,Mayoría Relativa, Aguascalientes Distrito: 3 (Aguascalientes) ,Licenciatura,Administración y contaduría,LXIII,29/08/2015,31/08/2018
jorgetrianatena,Jorge Triana Tena,Diputado Propietario,PAN,08/09/1976, ,Mayoría Relativa, Distrito Federal Distrito: 10 (Miguel Hidalgo) ,Maestría,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
jorgealvarezmaynez,Jorge Álvarez Maynez,Diputado Propietario,MC,08/07/1985, Zacatecas ,Representación Proporcional, Jalisco Circunscripción: Primera ,Maestría,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
joseadriangonzaleznavarro,José Adrián González Navarro,Diputado Propietario,PAN,24/08/1972, ,Mayoría Relativa, Nuevo León Distrito: 6 (Monterrey) ,Maestría,Derecho,LXIII,29/08/2015,31/08/2018
josealfredoferreirovelazco,José Alfredo Ferreiro Velazco,Diputado Propietario,PES,03/08/1959, Baja California ,Representación Proporcional, Baja California Circunscripción: Primera ,Licenciatura,Administración y contaduría,LXIII,29/08/2015,31/08/2018
josealfredotorreshuitron,José Alfredo Torres Huitrón,Diputado Propietario,PRI,12/12/1973, México ,Mayoría Relativa, México Distrito: 13 (Ecatepec de Morelos) ,Maestría,Ciencias de la educación,LXIII,29/08/2015,31/08/2018
joseantonioarevalogonzalez,José Antonio Arévalo González,Diputado Propietario,PVEM,05/10/1971, Distrito Federal ,Representación Proporcional, San Luis Potosí Circunscripción: Segunda ,Licenciatura,Administración y contaduría,LXIII,29/08/2015,31/08/2018
joseantonioestefangarfias,José Antonio Estefan Garfias,Diputado Propietario,PRD,16/12/1954, Oaxaca ,Mayoría Relativa, Oaxaca Distrito: 5 (Santo Domingo Tehuantepec) ,Licenciatura,Económico-financiera,LXIII,29/08/2015,31/08/2018
joseerandibermudezmendez,José Erandi Bermúdez Méndez,Diputado Propietario,PAN,15/03/1977, Guanajuato ,Mayoría Relativa, Guanajuato Distrito: 11 (Pénjamo) ,Licenciatura,Ingeniería,LXIII,29/08/2015,31/08/2018
joseeverardolopezcordova,José Everardo López Córdova,Diputado Propietario,PAN,14/12/1984, Sonora ,Mayoría Relativa, Sonora Distrito: 1 (San Luis Río Colorado) ,Licenciatura,Ingeniería,LXIII,29/08/2015,31/08/2018
