,curp,inic_edo,nom_edo,Nombre,UltimoGradoEstudios,TipoLegislacion,tipoEleccion,FechaNacimiento,estado,entidad,Reeleccion,Partido,PreparacionAcademica,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
447,roqueluisrabelovelasco,rlrv_chiapas,roqueluisrabelovelasco_chiapas,Roque Luis Rabelo Velasco,Preparatoria,Diputado Propietario,Mayoria Relativa,1944-08-12,Chiapas,Distrito:4,SI,MORENA,,,,,
448,rosalbavalenciacruz,rvc_veracruz,rosalbavalenciacruz_veracruz,Rosalba Valencia Cruz,Licenciatura,Diputada Propietario,Representacion proporcional,1965-07-25,Veracruz,Circunscripcion:3,SI,MORENA,Ciencias de la educación,,,,
449,rosalindadominguezflores,rdf_oaxaca,rosalindadominguezflores_oaxaca,Rosalinda Dominguez Flores,Pasante/Licenciatura trunca,Diputada Propietario,Mayoria Relativa,1970-09-06,Oaxaca,Distrito:7,SI,MORENA,Otra,,,,
450,rubencayetanogarcia,rcg_guerrero,rubencayetanogarcia_guerrero,Ruben Cayetano Garcia,Licenciatura,Diputado Propietario,Mayoria Relativa,1969-08-10,Guerrero,Distrito:8,NO,MORENA,Derecho,,,,
451,rubenignaciomoreiravaldez,rimv_coahuila,rubenignaciomoreiravaldez_coahuila,Ruben Ignacio Moreira Valdez,Maestría,Diputado Propietario,Representacion proporcional,1963-04-18,Coahuila,Circunscripcion:2,SI,PRI,Ciencias políticas y sociales,,,,
452,rubenteranaguila,rta_tlaxcala,rubenteranaguila_tlaxcala,Ruben Teran Aguila,Licenciatura,Diputado Propietario,Mayoria Relativa,1981-08-09,Tlaxcala,Distrito:2,SI,MORENA,Derecho,,,,
453,ruthsalinasreyes,rsr_mexico,ruthsalinasreyes_mexico,Ruth Salinas Reyes,Maestría,Diputada Propietario,Representacion proporcional,1985-02-19,Mexico,Circunscripcion:5,SI,MC,Ciencias políticas y sociales,,,,
454,samuelcalderonmedina,scm_morelos,samuelcalderonmedina_morelos,Samuel Calderon Medina,Profesor Normalista,Diputado Propietario,Representacion proporcional,1951-12-27,Morelos,Circunscripcion:4,SI,PES,,,,,
455,samuelherrerachavez,shc_zacatecas,samuelherrerachavez_zacatecas,Samuel Herrera Chavez,Maestría,Diputado Propietario,Mayoria Relativa,1954-09-17,Zacatecas,Distrito:4,SI,MORENA,Ciencias políticas y sociales,,,,
456,sandrapaolagonzalezcastañeda,spgc_nuevo leon,sandrapaolagonzalezcastaneda_nuevo leon,Sandra Paola Gonzalez Castañeda,Doctorado,Diputada Propietario,Mayoria Relativa,1979-03-31,Nuevo Leon,Distrito:12,SI,MORENA,Derecho,,,,
457,santiagogonzalezsoto,sgs_nuevo leon,santiagogonzalezsoto_nuevo leon,Santiago Gonzalez Soto,Maestría,Diputado Propietario,Mayoria Relativa,1961-06-25,Nuevo Leon,Distrito:5,SI,PT,Comunicación,,,,
458,sarainuñezceron,snc_guanajuato,sarainunezceron_guanajuato,Sarai Nuñez Ceron,Maestría,Diputada Propietario,Mayoria Relativa,1979-04-17,Guanajuato,Distrito:12,SI,PAN,Ciencias políticas y sociales,,,,
459,sebastianaguilerabrenes,sab_chihuahua,sebastianaguilerabrenes_chihuahua,Sebastian Aguilera Brenes,Pasante/Licenciatura trunca,Diputado Propietario,Representacion proporcional,1995-06-10,Chihuahua,Circunscripcion:1,NO,MORENA,Derecho,,,,
460,sergiofernandoascenciobarba,sfab_guanajuato,sergiofernandoascenciobarba_guanajuato,Sergio Fernando Ascencio Barba,Maestría,Diputado Propietario,Mayoria Relativa,1977-12-09,Guanajuato,Distrito:15,NO,PAN,Otra,,,,
461,sergiomayerbreton,smb_ciudad de mexico,sergiomayerbreton_ciudad de mexico,Sergio Mayer Breton,Licenciatura,Diputado Propietario,Mayoria Relativa,1966-05-21,Ciudad de Mexico,Distrito:6,SI,MORENA,Administración y contaduría,,,,
462,sergioperezhernandez,sph_mexico,sergioperezhernandez_mexico,Sergio Perez Hernandez,Técnico,Diputado Propietario,Representacion proporcional,1977-10-08,Mexico,Circunscripcion:5,SI,MORENA,,,,,
463,silvanogarayulloa,sgu_tlaxcala,silvanogarayulloa_tlaxcala,Silvano Garay Ulloa,Licenciatura,Diputado Propietario,Representacion proporcional,1959-02-10,Tlaxcala,Circunscripcion:4,SI,PT,,,,,
464,silviaguadalupegarzagalvan,sggg_coahuila,silviaguadalupegarzagalvan_coahuila,Silvia Guadalupe Garza Galvan,Licenciatura,Diputada Propietario,Representacion proporcional,1962-07-05,Coahuila,Circunscripcion:2,SI,PAN,Ciencias,,,,
465,silvialorenavillavicencioayala,slva_ciudad de mexico,silvialorenavillavicencioayala_ciudad de mexico,Silvia Lorena Villavicencio Ayala,Licenciatura,Diputada Propietario,Mayoria Relativa,1964-06-12,Ciudad de Mexico,Distrito:16,NO,MORENA,,,,,
466,sandrasimeyolverabautista,sob_hidalgo,simeyolverabautista_hidalgo,Sandra Simey Olvera Bautista,Maestría,Diputada Propietario,Mayoria Relativa,1983-08-20,Hidalgo,Distrito:3,SI,MORENA,Comunicación,,,,
467,socorrobahenajimenez,sbj_mexico,socorrobahenajimenez_mexico,Socorro Bahena Jimenez,Secundaria,Diputada Propietario,Representacion proporcional,1988-08-10,Mexico,Circunscripcion:5,SI,MORENA,,,,,
468,socorroirmaandazolagomez,siag_baja california,socorroirmaandazolagomez_baja california,Socorro Irma Andazola Gomez,Licenciatura,Diputada Propietario,Mayoria Relativa,1964-09-22,Baja California,Distrito:4,SI,MORENA,Derecho,,,,
469,soniarochaacosta,sra_queretaro,soniarochaacosta_queretaro,Sonia Rocha Acosta,Maestría,Diputada Propietario,Mayoria Relativa,1978-03-30,Queretaro,Distrito:1,SI,PAN,Ciencias políticas y sociales,,,,
470,sorayaperezmunguia,spm_tabasco,sorayaperezmunguia_tabasco,Soraya Perez Munguia,Maestría,Diputada Propietario,Representacion proporcional,1977-09-27,Tabasco,Circunscripcion:3,SI,PRI,Administración y contaduría,,,,
471,susanabeatrizcuaxiloaserrano,sbcs_puebla,susanabeatrizcuaxiloaserrano_puebla,Susana Beatriz Cuaxiloa Serrano,Licenciatura,Diputada Propietario,Representacion proporcional,1952-01-19,Puebla,Circunscripcion:4,SI,MORENA,Ciencias de la educación,,,,
472,susanacanogonzalez,scg_mexico,susanacanogonzalez_mexico,Susana Cano Gonzalez,Técnico,Diputada Propietario,Representacion proporcional,1949-06-02,Mexico,Circunscripcion:5,SI,MORENA,Ciencias de la salud,,,,
473,sylviavioletagarfiascedillo,svgc_aguascalientes,sylviavioletagarfiascedillo_aguascalientes,Sylvia Violeta Garfias Cedillo,Licenciatura,Diputada Propietario,Representacion proporcional,1975-03-29,Aguascalientes,Circunscripcion:2,SI,PAN,Comunicación,,,,
474,tatianaclouthiercarrillo,tcc_sinaloa,tatianaclouthiercarrillo_sinaloa,Tatiana Clouthier Carrillo,Licenciatura,Diputada Propietario,Representacion proporcional,1964-08-12,Sinaloa,Circunscripcion:1,NO,MORENA,,,,,
475,teofilomanuelgarciacorpus,tmgc_oaxaca,teofilomanuelgarciacorpus_oaxaca,Teofilo Manuel Garcia Corpus,Maestría,Diputado Propietario,Representacion proporcional,1958-02-06,Oaxaca,Circunscripcion:3,SI,MORENA,Derecho,,,,
476,teresaburelocortazar,tbc_tabasco,teresaburelocortazar_tabasco,Teresa Burelo Cortazar,Técnico,Diputada Propietario,Mayoria Relativa,1956-03-01,Tabasco,Distrito:2,NO,MORENA,Administración y contaduría,,,,
477,teresitadejesusvargasmeraz,tdjvm_chihuahua,teresitadejesusvargasmeraz_chihuahua,Teresita de Jesus Vargas Meraz,Pasante/Licenciatura trunca,Diputada Propietario,Mayoria Relativa,1989-12-16,Chihuahua,Distrito:2,SI,MORENA,Derecho,,,,
478,ulisesgarciasoto,ugs_chihuahua,ulisesgarciasoto_chihuahua,Ulises Garcia Soto,Licenciatura,Diputado Propietario,Mayoria Relativa,1987-03-29,Chihuahua,Distrito:4,SI,MORENA,Psicología,,,,
479,ulisesmurguiasoto,ums_mexico,ulisesmurguiasoto_mexico,Ulises Murguia Soto,Licenciatura,Diputado Propietario,Mayoria Relativa,1963-07-09,Mexico,Distrito:19,SI,MORENA,Administración y contaduría,,,,
480,valentinreyeslopez,vrl_veracruz,valentinreyeslopez_veracruz,Valentin Reyes Lopez,No disponible,Diputado Propietario,Mayoria Relativa,1952-02-13,Veracruz,Distrito:17,SI,MORENA,,,,,
481,veronicabeatrizjuarezpiña,vbjp_jalisco,veronicabeatrizjuarezpina_jalisco,Veronica Beatriz Juarez Piña,Licenciatura,Diputada Propietario,Representacion proporcional,1971-09-28,Jalisco,Circunscripcion:1,SI,PRD,Derecho,,,,
482,veronicamariasobradorodriguez,vmsr_puebla,veronicamariasobradorodriguez_puebla,Veronica Maria Sobrado Rodriguez,Licenciatura,Diputada Propietario,Representacion proporcional,1970-03-07,Puebla,Circunscripcion:4,SI,PAN,Ciencias políticas y sociales,,,,
483,veronicaramoscruz,vrc_jalisco,veronicaramoscruz_jalisco,Veronica Ramos Cruz,Técnico,Diputada Propietario,Representacion proporcional,1985-05-01,Jalisco,Circunscripcion:1,SI,MORENA,,,,,
484,vicentealbertoonofrevazquez,vaov_mexico,vicentealbertoonofrevazquez_mexico,Vicente Alberto Onofre Vazquez,Maestría,Diputado Propietario,Mayoria Relativa,1969-04-06,Mexico,Distrito:33,SI,MORENA,Derecho,,,,
485,vicentejavierverasteguiostos,vjvo_tamaulipas,vicentejavierverasteguiostos_tamaulipas,Vicente Javier Verastegui Ostos,Licenciatura,Diputado Propietario,Mayoria Relativa,1963-09-03,Tamaulipas,Distrito:6,SI,PAN,Ingeniería,,,,
486,victoradolfomojicawences,vamw_guerrero,victoradolfomojicawences_guerrero,Victor Adolfo Mojica Wences,Licenciatura,Diputado Propietario,Mayoria Relativa,1958-03-24,Guerrero,Distrito:1,SI,MORENA,Ciencias de la salud,,,,
487,victorblaslopez,vbl_oaxaca,victorblaslopez_oaxaca,Victor Blas Lopez,Licenciatura,Diputado Propietario,Representacion proporcional,1965-08-09,Oaxaca,Circunscripcion:3,SI,MORENA,Ingeniería,,,,
488,victorgabrielvarelalopez,vgvl_ciudad de mexico,victorgabrielvarelalopez_ciudad de mexico,Victor Gabriel Varela Lopez,Preparatoria,Diputado Propietario,Mayoria Relativa,1973-04-20,Ciudad de Mexico,Distrito:22,SI,MORENA,,,,,
489,victormanuelperezdiaz,vmpd_nuevo leon,victormanuelperezdiaz_nuevo leon,Victor Manuel Perez Diaz,Maestría,Diputado Propietario,Representacion proporcional,1969-06-01,Nuevo Leon,Circunscripcion:2,SI,PAN,,,,,
490,virginiamerinogarcia,vmg_oaxaca,virginiamerinogarcia_oaxaca,Virginia Merino Garcia,Secundaria,Diputada Propietario,Representacion proporcional,1986-01-11,Oaxaca,Circunscripcion:3,SI,MORENA,,,,,
491,xavierazuarazuñiga,xaz_san luis potosi,xavierazuarazuniga_san luis potosi,Xavier Azuara Zuñiga,Licenciatura,Diputado Propietario,Representacion proporcional,1979-09-16,San Luis Potosi,Circunscripcion:2,SI,PAN,Administración y contaduría,,,,
492,ximenapuentedelamora,xpdlm_colima,ximenapuentedelamora_colima,Ximena Puente De La Mora,Doctorado,Diputada Propietario,Representacion proporcional,1977-03-12,Colima,Circunscripcion:5,SI,PRI,Derecho,,,,
493,xochitlnashiellyzagalramirez,xnzr_mexico,xochitlnashiellyzagalramirez_mexico,Xochitl Nashielly Zagal Ramirez,Pasante/Licenciatura trunca,Diputada Propietario,Mayoria Relativa,1990-05-28,Mexico,Distrito:7,SI,MORENA,,,,,
494,yolandaguerrerobarrera,ygb_michoacan,yolandaguerrerobarrera_michoacan,Yolanda Guerrero Barrera,Licenciatura,Diputada Propietario,Mayoria Relativa,1964-02-21,Michoacan,Distrito:5,SI,MORENA,Administración y contaduría,,,,
495,zairaochoavaldivia,zov_veracruz,zairaochoavaldivia_veracruz,Zaira Ochoa Valdivia,Maestría,Diputada Propietario,Representacion proporcional,1973-03-05,Veracruz,Circunscripcion:3,SI,MORENA,Ciencias políticas y sociales,,,,
496,zoealejandrorobledoaburto,zara_chiapas,zoealejandrorobledoaburto_chiapas,Zoe Alejandro Robledo Aburto,Licenciatura,Diputado Propietario,Mayoria Relativa,1979-01-09,Chiapas,Distrito:6,NO,MORENA,,,,,
