CURP,Nombre,TipoLegislacion,Partido,FechaNacimiento,LugarNacimiento,PrincipioEleccion,Zona,UltimoGradoEstudios,PreparacionAcademica,Legislatura,InicioLegislatura,FinLegislatura
PSE,Enrique Padilla Sanchez,Diputado Propietario,PRI,01/01/1900, ,Mayoría Relativa, Tlaxcala Distrito: 2 (Tlaxcala) ,Licenciatura,Ciencias políticas y sociales,LVII,22/08/1997,31/08/2000
SVE,Enrique Santillan Viveros,Diputado Propietario,PRD,25/04/1954, ,Mayoría Relativa, México Distrito: 2 (Zumpango de Ocampo) ,Pasante/Licenciatura trunca,Ingeniería,LVII,22/08/1997,31/08/2000
SSE,Eraclio Soberanis Sosa,Diputado Propietario,PRI,01/01/1900, ,Representación Proporcional, Campeche Circunscripción: Tercera ,Profesor Normalista,,LVII,22/08/1997,31/08/2000
CCEL,Erika Lorena Cruz Cortes,Diputada Suplente,PRI,01/01/1900, ,Representación Proporcional, Guerrero Circunscripción: Quinta ,,,LVII,22/08/1997,31/08/2000
MEEA,Ernesto Alfonso Millan Escalante,Diputado Propietario,PRI,25/07/1928, Sinaloa ,Mayoría Relativa, Sinaloa Distrito: 7 (Culiacán) ,Licenciatura,Administración y contaduría,LVII,22/08/1997,31/08/2000
VPE,Esperanza Villalobos Perez,Diputada Propietario,PRD,14/09/1953, ,Mayoría Relativa, Distrito Federal Distrito: 19 (Iztapalapa) ,Licenciatura,Ciencias de la educación,LVII,22/08/1997,31/08/2000
SLE,Espiridion Sanchez Lopez,Diputado Propietario,PAN,14/12/1945, Chihuahua ,Representación Proporcional, Baja California Sur Circunscripción: Primera ,Técnico,Otra,LVII,22/08/1997,31/08/2000
MCE,Esteban Maqueo Coral,Senador Propietario,PRI,20/10/1945, Quintana Roo ,Mayoría Relativa, Quintana Roo ,,,LVII,22/08/1997,31/08/2000
ÁCEM,Esteban Miguel Angeles Ceron,Diputado Propietario,PRI,08/02/1946, Hidalgo ,Mayoría Relativa, Hidalgo Distrito: 3 (Atotonilco el Grande) ,Licenciatura,Económico-financiera,LVII,22/08/1997,31/08/2000
MBE,Esteban Moctezuma Barragan,Senador Propietario,PRI,21/10/1954, Distrito Federal ,Representación Proporcional, N/A ,,,LVII,22/08/1997,31/08/2000
PZE,Evangelina Perez Zaragoza,Senadora Suplente,PAN,02/08/1950, Michoacán ,Primera Minoría, México ,Técnico,Ciencias de la salud,LVII,22/08/1997,31/08/2000
PME,Everardo Paiz Morales,Diputado Propietario,PRI,01/01/1900, ,Mayoría Relativa, Veracruz Distrito: 4 (Álamo) ,Profesor Normalista,,LVII,22/08/1997,31/08/2000
SAF,Faustino Soancatl Amatitla,Diputado Suplente,PRI,01/01/1900, ,Mayoría Relativa, Puebla Distrito: 13 (Acatlán de Osorio) ,,,LVII,22/08/1997,31/08/2000
HAF,Fauzi Hamdan Amad,Diputado Propietario,PAN,17/04/1943, Distrito Federal ,Representación Proporcional, N/A ,Licenciatura,Derecho,LVII,22/08/1997,31/08/2000
JEF,Felipe Jarero Escobedo,Diputado Propietario,PAN,06/02/1958, Jalisco ,Mayoría Relativa, Jalisco Distrito: 7 (Tonalá) ,Licenciatura,Ciencias de la salud,LVII,22/08/1997,31/08/2000
ULF,Felipe Urbiola Ledesma,Diputado Propietario,PAN,06/03/1958, Querétaro ,Mayoría Relativa, Querétaro Distrito: 4 (Querétaro) ,Licenciatura,Derecho,LVII,22/08/1997,31/08/2000
RVFdJ,Felipe de Jesus Rangel Vargas,Diputado Propietario,PAN,05/02/1962, Jalisco ,Mayoría Relativa, Jalisco Distrito: 17 (Jocotepec) ,Licenciatura,Económico-financiera,LVII,22/08/1997,31/08/2000
CPF,Fernando Castellanos Pacheco,Diputado Propietario,PAN,03/11/1945, Yucatán ,Mayoría Relativa, Yucatán Distrito: 3 (Mérida) ,Licenciatura,Derecho,LVII,22/08/1997,31/08/2000
HMFE,Fernando Elias Hernandez Mendoza,Diputado Propietario,PRD,22/02/1967, ,Mayoría Relativa, Distrito Federal Distrito: 5 (Azcapotzalco) ,Licenciatura,Ciencias políticas y sociales,LVII,22/08/1997,31/08/2000
GEF,Fernando Gomez Esparza,Diputado Propietario,PRI,21/08/1953, Aguascalientes ,Mayoría Relativa, Aguascalientes Distrito: 3 (Aguascalientes) ,Licenciatura,Económico-financiera,LVII,22/08/1997,31/08/2000
OHF,Fernando Ortega Herrera,Diputado Propietario,PRI,02/11/1946, Veracruz ,Representación Proporcional, Veracruz Circunscripción: Tercera ,Preparatoria,,LVII,22/08/1997,31/08/2000
OAF,Fernando Ortiz Arana,Senador Propietario,PRI,26/10/1944, Querétaro ,Mayoría Relativa, Querétaro ,,,LVII,22/08/1997,31/08/2000
SMF,Fernando Solana Morales,Senador Propietario,PRI,08/02/1931, Distrito Federal ,Mayoría Relativa, Distrito Federal ,Licenciatura,Ciencias políticas y sociales,LVII,22/08/1997,31/08/2000
HBF,Fidel Herrera Beltran,Diputado Propietario,PRI,07/03/1949, Veracruz ,Mayoría Relativa, Veracruz Distrito: 14 (Boca del Río) ,Maestría,Ciencias políticas y sociales,LVII,22/08/1997,31/08/2000
ÁEF,Fortunato Alvarez Enriquez,Diputado Propietario,PAN,04/10/1937, Jalisco ,Representación Proporcional, N/A ,Licenciatura,Administración y contaduría,LVII,22/08/1997,31/08/2000
GAFH,Francisca Haydee Garcia Acedo,Diputada Suplente,PAN,04/10/1943, Puebla ,Mayoría Relativa, Baja California Distrito: 6 (Tijuana) ,Profesor Normalista,Ciencias de la educación,LVII,22/08/1997,31/08/2000
AVFA,Francisco Agustin Arroyo Vieyra,Diputado Propietario,PRI,16/04/1959, Guanajuato ,Mayoría Relativa, Guanajuato Distrito: 4 (Guanajuato) ,Licenciatura,Derecho,LVII,22/08/1997,31/08/2000
RCFA,Francisco Alberto Rabelo Cupido,Diputado Propietario,PRI,01/01/1900, ,Mayoría Relativa, Tabasco Distrito: 4 (Villahermosa) ,Licenciatura,Derecho,LVII,22/08/1997,31/08/2000
OHFA,Francisco Antonio Ordaz Hernandez,Diputado Propietario,PRI,25/09/1954, Guanajuato ,Mayoría Relativa, Guanajuato Distrito: 1 (Dolores Hidalgo) ,Licenciatura,Administración y contaduría,LVII,22/08/1997,31/08/2000
RGFC,Francisco Crescencio Rodriguez Garcia,Diputado Propietario,PRI,01/01/1900, ,Mayoría Relativa, México Distrito: 23 (Valle de Bravo) ,Licenciatura,Derecho,LVII,22/08/1997,31/08/2000
DSMF,Francisco De Souza Machorro,Diputado Propietario,PRD,20/01/1952, ,Mayoría Relativa, Distrito Federal Distrito: 17 (Cuajimalpa de Morelos) ,Licenciatura,Administración y contaduría,LVII,22/08/1997,31/08/2000
LKFE,Francisco Epigmenio Luna Kan,Diputado Propietario,PRD,03/12/1925, ,Representación Proporcional, Yucatán Circunscripción: Tercera ,Doctorado,Ciencias políticas y sociales,LVII,22/08/1997,31/08/2000
FAF,Francisco Fernandez Arteaga,Diputado Propietario,PRI,04/10/1936, Oaxaca ,Mayoría Relativa, Oaxaca Distrito: 1 (San Juan Bautista Tuxtepec) ,Licenciatura,Ingeniería,LVII,22/08/1997,31/08/2000
GAF,Francisco Guevara Alvarado,Diputado Propietario,PRD,09/03/1962, ,Mayoría Relativa, México Distrito: 33 (Chalco de Díaz Covarrubias) ,Profesor Normalista,Ciencias de la educación,LVII,22/08/1997,31/08/2000
GCFJ,Francisco Javier Gil Castañeda,Diputado Propietario,PRI,21/11/1946, Tamaulipas ,Representación Proporcional, Tamaulipas Circunscripción: Segunda ,Licenciatura,Ciencias de la salud,LVII,22/08/1997,31/08/2000
LRFJ,Francisco Javier Loyo Ramos,Diputado Propietario,PRI,03/09/1945, Veracruz ,Mayoría Relativa, Veracruz Distrito: 17 (Cosamaloapan) ,Licenciatura,Derecho,LVII,22/08/1997,31/08/2000
MZRFJ,Francisco Javier Martinez Zorrilla Rabelo,Diputado Propietario,PRI,04/10/1958, Chiapas ,Mayoría Relativa, Chiapas Distrito: 3 (Ocosingo) ,Licenciatura,Derecho,LVII,22/08/1997,31/08/2000
MRFJ,Francisco Javier Molina Ruiz,Senador Propietario,PAN,15/09/1950, Distrito Federal ,Representación Proporcional, Chihuahua ,,,LVII,22/08/1997,31/08/2000
MAFJ,Francisco Javier Morales Aceves,Diputado Propietario,PRI,07/10/1947, Jalisco ,Representación Proporcional, Jalisco Circunscripción: Primera ,Licenciatura,Derecho,LVII,22/08/1997,31/08/2000
POFJ,Francisco Javier Ponce Ortega,Diputado Propietario,PRI,01/01/1900, ,Mayoría Relativa, Durango Distrito: 2 (Gómez Palacio) ,,,LVII,22/08/1997,31/08/2000
RNFJ,Francisco Javier Reynoso Nuño,Diputado Propietario,PAN,02/03/1950, Jalisco ,Mayoría Relativa, Baja California Distrito: 5 (Tijuana) ,Licenciatura,Derecho,LVII,22/08/1997,31/08/2000
SSFJ,Francisco Javier Salazar Saenz,Senador Propietario,PAN,29/10/1940, Distrito Federal ,Primera Minoría, San Luis Potosí ,Maestría,Ciencias políticas y sociales,LVII,22/08/1997,31/08/2000
SOFJ,Francisco Javier Santillan Oceguera,Diputado Propietario,PRI,06/01/1949, ,Mayoría Relativa, Jalisco Distrito: 19 (Ciudad Guzmán) ,Licenciatura,Económico-financiera,LVII,22/08/1997,31/08/2000
DRFJ,Francisco Jose Davila Rodriguez,Senador Propietario,PRI,21/10/1946, Nuevo León ,Mayoría Relativa, Coahuila ,,,LVII,22/08/1997,31/08/2000
PBFJ,Francisco Jose Paoli Bolio,Diputado Propietario,PAN,23/04/1941, Yucatán ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,Doctorado,Ciencias políticas y sociales,LVII,22/08/1997,31/08/2000
GCPFM,Francisco Manuel Garcia Castells Perez,Diputado Propietario,PRI,28/12/1944, Coahuila ,Mayoría Relativa, Coahuila Distrito: 1 (Piedras Negras) ,Licenciatura,Ingeniería,LVII,22/08/1997,31/08/2000
STF,Francisco Suarez Tanori,Diputado Propietario,PAN,27/02/1957, Sonora ,Mayoría Relativa, Sonora Distrito: 1 (San Luis Río Colorado) ,Pasante/Licenciatura trunca,Derecho,LVII,22/08/1997,31/08/2000
VGF,Francisco Vera Gonzalez,Diputado Propietario,PAN,14/09/1957, Baja California ,Mayoría Relativa, Baja California Distrito: 3 (Ensenada) ,Licenciatura,Ciencias de la salud,LVII,22/08/1997,31/08/2000
BEFX,Francisco Xavier Berganza Escorza,Diputado Propietario,Ind.,19/03/1967, Hidalgo ,Mayoría Relativa, Hidalgo Distrito: 4 (Tulancingo) ,,,LVII,22/08/1997,31/08/2000
SDdSFX,Francisco Xavier Salazar Diez de Sollano,Diputado Propietario,PAN,03/05/1968, San Luis Potosí ,Mayoría Relativa, San Luis Potosí Distrito: 6 (San Luis Potosí) ,Licenciatura,Ingeniería,LVII,22/08/1997,31/08/2000
GHF,Felix Garcia Hernandez,Diputado Propietario,PRI,10/07/1952, México ,Representación Proporcional, México Circunscripción: Quinta ,Técnico,,LVII,22/08/1997,31/08/2000
HAF,Felix Hadad Aparicio,Diputado Propietario,PRI,26/03/1945, Veracruz ,Mayoría Relativa, Veracruz Distrito: 8 (Misantla) ,Secundaria,,LVII,22/08/1997,31/08/2000
CIG,Gabriel Covarrubias Ibarra,Senador Propietario,PRI,03/07/1930, Jalisco ,Representación Proporcional, Jalisco ,,,LVII,22/08/1997,31/08/2000
AdlFG,Genaro Alanis de la Fuente,Diputado Propietario,PRI,16/05/1959, ,Representación Proporcional, Nuevo León Circunscripción: Segunda ,Licenciatura,Agropecuaria y zootecnia,LVII,22/08/1997,31/08/2000
AZG,Gerardo Acosta Zavala,Diputado Propietario,PT,24/08/1957, Nuevo León ,Representación Proporcional, Veracruz Circunscripción: Tercera ,Preparatoria,,LVII,22/08/1997,31/08/2000
BSG,Gerardo Buganza Salmeron,Diputado Propietario,PAN,24/05/1956, Veracruz ,Representación Proporcional, N/A ,Maestría,Ciencias políticas y sociales,LVII,22/08/1997,31/08/2000
RVG,Gerardo Ramirez Vidal,Diputado Propietario,PRD,16/10/1955, ,Mayoría Relativa, Morelos Distrito: 3 (Cuautla) ,Doctorado,Humanidades,LVII,22/08/1997,31/08/2000
SGG,Gerardo Sanchez Garcia,Diputado Propietario,PRI,01/10/1960, Guanajuato ,Mayoría Relativa, Guanajuato Distrito: 15 (Salvatierra) ,Doctorado,Derecho,LVII,22/08/1997,31/08/2000
MCG,German Martinez Cazares,Diputado Propietario,PAN,20/06/1967, Michoacán ,Representación Proporcional, N/A ,Doctorado,Derecho,LVII,22/08/1997,31/08/2000
RLG,German Ramirez Lopez,Diputado Propietario,PRI,01/01/1900, ,Mayoría Relativa, Oaxaca Distrito: 3 (Huajuapam de León) ,Pasante/Licenciatura trunca,Derecho,LVII,22/08/1997,31/08/2000
ORGR,Gil Rafael Oceguera Ramos,Diputado Propietario,PRI,05/01/1950, Sinaloa ,Mayoría Relativa, Sinaloa Distrito: 6 (Mazatlán) ,Licenciatura,Derecho,LVII,22/08/1997,31/08/2000
GQG,Gilberto Gutierrez Quiroz,Senador Suplente,PRI,04/02/1934, Sonora ,Mayoría Relativa, Sonora ,,,LVII,22/08/1997,31/08/2000
LRG,Gilberto Lopez y Rivas,Diputado Propietario,PRD,06/03/1943, ,Mayoría Relativa, Distrito Federal Distrito: 14 (Iztacalco) ,Doctorado,Humanidades,LVII,22/08/1997,31/08/2000
PRG,Gilberto Parra Rodriguez,Diputado Propietario,PRD,17/06/1956, ,Representación Proporcional, Jalisco Circunscripción: Primera ,Licenciatura,Económico-financiera,LVII,22/08/1997,31/08/2000
VRG,Gilberto Velasco Rodriguez,Diputado Propietario,PRI,01/01/1900, ,Mayoría Relativa, Chiapas Distrito: 5 (San Cristóbal de las Casas) ,Licenciatura,Ciencias de la educación,LVII,22/08/1997,31/08/2000
RCGX,Gloria Xochitl Reyes Castro,Diputada Suplente,PRI,01/01/1900, ,Mayoría Relativa, Chihuahua Distrito: 6 (Chihuahua) ,,,LVII,22/08/1997,31/08/2000
LMGÁB,Gloria Angela Bertha Lavara Mejia,Diputada Propietario,PVEM,09/12/1971, Distrito Federal ,Representación Proporcional, México Circunscripción: Quinta ,Licenciatura,Arquitectura y diseño,LVII,22/08/1997,31/08/2000
DlCEGA,Gonzalo Augusto De la Cruz Elvira,Diputado Propietario,PRD,29/08/1953, ,Mayoría Relativa, Michoacán Distrito: 7 (Zacapu) ,Licenciatura,Ciencias de la salud,LVII,22/08/1997,31/08/2000
MHG,Gonzalo Morgado Huesca,Diputado Propietario,PRI,22/11/1949, Veracruz ,Mayoría Relativa, Veracruz Distrito: 7 (Martínez de la Torre) ,Licenciatura,Administración y contaduría,LVII,22/08/1997,31/08/2000
RAGPB,Gonzalo Pedro Barbaro Rojas Arreola,Diputado Propietario,PRD,04/12/1950, ,Mayoría Relativa, Distrito Federal Distrito: 6 (Gustavo A. Madero) ,Licenciatura,Ciencias de la salud,LVII,22/08/1997,31/08/2000
LRG,Graciela Larios Rivas,Senadora Propietario,PRI,10/02/1950, Colima ,Mayoría Relativa, Colima ,,,LVII,22/08/1997,31/08/2000
SMG,Guadalupe Sanchez Martinez,Diputada Propietario,PRD,27/01/1959, ,Mayoría Relativa, Michoacán Distrito: 1 (La Piedad) ,,,LVII,22/08/1997,31/08/2000
SCG,Guilebaldo Silva Cota,Senador Propietario,PRI,16/04/1905, Baja California ,Mayoría Relativa, Baja California ,Licenciatura,Derecho,LVII,22/08/1997,31/08/2000
BGG,Guillermo Barnes Garcia,Diputado Propietario,PRI,24/07/1952, Distrito Federal ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,Maestría,Económico-financiera,LVII,22/08/1997,31/08/2000
HGG,Guillermo Hopkins Gamez,Senador Propietario,PRI,26/11/1954, Sonora ,Mayoría Relativa, Sonora ,,,LVII,22/08/1997,31/08/2000
SCG,Guillermo Santin Castañeda,Diputado Propietario,PRI,01/01/1900, ,Mayoría Relativa, México Distrito: 36 (Tejupilco de Hidalgo) ,Licenciatura,Administración y contaduría,LVII,22/08/1997,31/08/2000
UCG,Guillermo Ulloa Carreon,Senador Propietario,PRI,26/06/1957, Zacatecas ,Mayoría Relativa, Zacatecas ,Maestría,Derecho,LVII,22/08/1997,31/08/2000
CMG,Gustavo Carvajal Moreno,Senador Propietario,PRI,29/10/1940, Distrito Federal ,Mayoría Relativa, Veracruz ,Licenciatura,Derecho,LVII,22/08/1997,31/08/2000
EPG,Gustavo Espinosa Plata,Diputado Propietario,PAN,01/07/1936, Distrito Federal ,Mayoría Relativa, Jalisco Distrito: 12 (Guadalajara) ,Licenciatura,Ciencias de la salud,LVII,22/08/1997,31/08/2000
SMH,Heberto Sanchez Meraz,Diputado Propietario,PRI,01/01/1900, ,Mayoría Relativa, Veracruz Distrito: 2 (Chicontepec de Tejeda) ,Licenciatura,Ingeniería,LVII,22/08/1997,31/08/2000
RLHE,Heladio Elias Ramirez Lopez,Senador Propietario,PRI,11/05/1939, Oaxaca ,Representación Proporcional, Oaxaca ,Licenciatura,Derecho,LVII,22/08/1997,31/08/2000
MMH,Higinio Martinez Miranda,Senador Propietario,PRD,18/06/1956, México ,Representación Proporcional, México ,,,LVII,22/08/1997,31/08/2000
VMH,Horacio Veloz Muñoz,Diputado Propietario,PRI,01/01/1900, ,Mayoría Relativa, Coahuila Distrito: 4 (Saltillo) ,Profesor Normalista,,LVII,22/08/1997,31/08/2000
AdlTHA,Hugo Andres Araujo de la Torre,Senador Propietario,PRI,16/11/1947, Tamaulipas ,Mayoría Relativa, Tamaulipas ,Licenciatura,Económico-financiera,LVII,22/08/1997,31/08/2000
MCHD,Humberto Domingo Mayans Canabal,Senador Propietario,PRI,06/02/1949, Tabasco ,Mayoría Relativa, Tabasco ,,,LVII,22/08/1997,31/08/2000
SPH,Humberto Serrano Perez,Diputado Propietario,PRI,01/01/1900, ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,Licenciatura,Derecho,LVII,22/08/1997,31/08/2000
MLHA,Hector Agustin Murguia Lardizabal,Senador Propietario,PRI,13/03/1953, Chihuahua ,Mayoría Relativa, Chihuahua ,Licenciatura,Ingeniería,LVII,22/08/1997,31/08/2000
ALH,Hector Argüello Lopez,Senador Propietario,Ind.,23/11/1953, Tabasco ,Mayoría Relativa, Tabasco ,,,LVII,22/08/1997,31/08/2000
VGHF,Hector Flavio Valdez Garcia,Diputado Propietario,PAN,02/06/1959, Distrito Federal ,Mayoría Relativa, México Distrito: 21 (Naucalpan de Juárez) ,Pasante/Licenciatura trunca,Ciencias de la salud,LVII,22/08/1997,31/08/2000
GRH,Hector Guevara Ramirez,Diputado Propietario,PRI,29/09/1956, Puebla ,Mayoría Relativa, México Distrito: 6 (Coacalco de Berriozabal) ,Licenciatura,Derecho,LVII,22/08/1997,31/08/2000
LCH,Hector Larios Cordova,Diputado Propietario,PAN,22/12/1954, Jalisco ,Mayoría Relativa, Sonora Distrito: 5 (Hermosillo) ,Maestría,Administración y contaduría,LVII,22/08/1997,31/08/2000
MSH,Hector Mayer Soto,Diputado Propietario,PRI,25/11/1927, Sonora ,Mayoría Relativa, Sonora Distrito: 2 (Magdalena de Kino) ,Secundaria,,LVII,22/08/1997,31/08/2000
GMHR,Hector Rodolfo Gonzalez Machuca,Diputado Propietario,PRI,03/06/1939, Jalisco ,Representación Proporcional, Jalisco Circunscripción: Primera ,Licenciatura,Derecho,LVII,22/08/1997,31/08/2000
SLH,Hector Sanchez Lopez,Senador Propietario,PRD,29/08/1950, Oaxaca ,Primera Minoría, Oaxaca ,Licenciatura,Ingeniería,LVII,22/08/1997,31/08/2000
VRH,Hector Valdes Romo,Diputado Propietario,PRI,01/01/1900, ,Representación Proporcional, Durango Circunscripción: Segunda ,Licenciatura,Ciencias políticas y sociales,LVII,22/08/1997,31/08/2000
VCH,Hector Vicario Castrejon,Diputado Propietario,PRI,23/03/1962, Guerrero ,Mayoría Relativa, Guerrero Distrito: 4 (Iguala) ,Licenciatura,Derecho,LVII,22/08/1997,31/08/2000
GdlCRI,Ignacio Garcia de la Cadena Romero,Diputado Propietario,PRI,03/04/1960, Puebla ,Mayoría Relativa, Puebla Distrito: 15 (Tehuacán) ,Licenciatura,Agropecuaria y zootecnia,LVII,22/08/1997,31/08/2000
VTI,Ignacio Vazquez Torres,Senador Propietario,PRI,13/08/1939, Guanajuato ,Mayoría Relativa, Guanajuato ,Licenciatura,Derecho,LVII,22/08/1997,31/08/2000
COI,Irma Chedraui Obeso,Diputada Propietario,PRI,04/08/1949, Veracruz ,Mayoría Relativa, Veracruz Distrito: 9 (Perote) ,Licenciatura,Derecho,LVII,22/08/1997,31/08/2000
SCDIC,Irma Consuelo Serrano Castro Dominguez,Senadora Propietario,PRD,09/12/1945, Chiapas ,Primera Minoría, Chiapas ,Licenciatura,Humanidades,LVII,22/08/1997,31/08/2000
VAI,Isabel Villers Aispuro,Diputada Propietario,PRI,01/01/1900, ,Representación Proporcional, Chiapas Circunscripción: Tercera ,Ninguno,,LVII,22/08/1997,31/08/2000
CNIP,Isael Petronio Cantu Najera,Diputado Propietario,PRD,01/01/1900, Veracruz ,Representación Proporcional, Veracruz Circunscripción: Tercera ,Pasante/Licenciatura trunca,Ciencias de la salud,LVII,22/08/1997,31/08/2000
GCI,Isaias Gonzalez Cuevas,Diputado Propietario,PRI,06/07/1940, México ,Representación Proporcional, Baja California Sur Circunscripción: Primera ,Secundaria,,LVII,22/08/1997,31/08/2000
HAI,Israel Hurtado Acosta,Diputado Propietario,PAN,31/07/1969, Distrito Federal ,Mayoría Relativa, Nuevo León Distrito: 7 (Monterrey) ,Licenciatura,Derecho,LVII,22/08/1997,31/08/2000
MPV,J. Vicente Moreno Peralta,Diputado Propietario,PRI,11/03/1945, México ,Representación Proporcional, México Circunscripción: Quinta ,Licenciatura,Derecho,LVII,22/08/1997,31/08/2000
CLJ,Jaime Castro Lopez,Diputado Propietario,PRI,04/06/1962, Michoacán ,Mayoría Relativa, Michoacán Distrito: 3 (Zitácuaro) ,Licenciatura,Derecho,LVII,22/08/1997,31/08/2000
BTJE,Jaime Enrique Basañez Trevethan,Diputado Propietario,PRI,23/08/1957, Veracruz ,Mayoría Relativa, Veracruz Distrito: 5 (Poza Rica de Hidalgo) ,Maestría,Arquitectura y diseño,LVII,22/08/1997,31/08/2000
FAJ,Jaime Fernandez Armendariz,Senador Suplente,PRI,05/04/1950, Chiapas ,Mayoría Relativa, Chiapas ,Licenciatura,,LVII,22/08/1997,31/08/2000
TEJH,Jaime Hugo Talancon Escobedo,Diputado Propietario,PRI,01/01/1900, ,Representación Proporcional, Zacatecas Circunscripción: Segunda ,Licenciatura,Derecho,LVII,22/08/1997,31/08/2000
MGJM,Jaime Miguel Moreno Garavilla,Diputado Propietario,PRI,25/12/1957, Distrito Federal ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,Doctorado,Derecho,LVII,22/08/1997,31/08/2000
ACJ,Javier Algara Cossio,Diputado Propietario,PAN,24/09/1944, San Luis Potosí ,Mayoría Relativa, San Luis Potosí Distrito: 5 (San Luis Potosí) ,Maestría,Psicología,LVII,22/08/1997,31/08/2000
AIJ,Javier Alvarado Ibares,Senador Propietario,PAN,28/01/1952, Guerrero ,Primera Minoría, Morelos ,,,LVII,22/08/1997,31/08/2000
CPJ,Javier Castelo Parada,Diputado Propietario,PAN,26/10/1945, Sonora ,Representación Proporcional, N/A ,Licenciatura,Administración y contaduría,LVII,22/08/1997,31/08/2000
